archivo,columna,ground_truth,detectado,CER,WER,,"NOTA: Este código se ejecuto en Visual Studio Code y tardó una duracion de 1 hora 17 minutos en procesar el data set completo, ",,,,,,,
base64decoded - 2026-01-21T161526.077.jpeg,COL_2,5316296575,5316296575,0,0,,,,,,,,,
base64decoded - 2026-01-21T161526.077.jpeg,COL_3,5787030837,5787030837,0,0,,,,,,,,,
25.jpg,COL_1,0252567458,,1,1,,,,,,,,,
25.jpg,COL_2,9064454518,,1,1,,,,,,,,,
25.jpg,COL_3,7680652123,7680652123,0,0,,,,,,,,,
base64decoded - 2026-01-21T153907.161.png,COL_1,8388119144,8388119144,0,0,,,,,,,,,
base64decoded - 2026-01-21T153907.161.png,COL_2,3411361849,3411361849,0,0,,,,,,,,,
base64decoded - 2026-01-21T153907.161.png,COL_3,1152762825,1152762825,0,0,,,,,,,,,
64.jfif,COL_1,1451379701,1451379701,0,0,,,,,,,,,
64.jfif,COL_2,1011361548,1011361548,0,0,,,,,,,,,
64.jfif,COL_3,6172251786,6172251786,0,0,,,,,,,,,
200.png,COL_1,5757489158,5757489158,0,0,,,,,,,,,
200.png,COL_2,5311661540,5311661540,0,0,,,,,,,,,
200.png,COL_3,4132435728,4132435728,0,0,,,,,,,,,
149.png,COL_1,2853044031,2853044031,0,0,,,,,,,,,
149.png,COL_2,5310890574,5310890574,0,0,,,,,,,,,
149.png,COL_3,0157536953,0157536953,0,0,,,,,,,,,
base64decoded - 2026-01-21T152013.962.png,COL_1,2058099668,2058099668,0,0,,,,,,,,,
base64decoded - 2026-01-21T152013.962.png,COL_2,2016966542,2016966542,0,0,,,,,,,,,
base64decoded - 2026-01-21T152013.962.png,COL_3,6182055610,6182055610,0,0,,,,,,,,,
base64decoded (82).png,COL_1,4830389631,4830389631,0,0,,,,,,,,,
base64decoded (82).png,COL_2,3016866348,3016866348,0,0,,,,,,,,,
base64decoded (82).png,COL_3,2182094697,2182094697,0,0,,,,,,,,,
115.png,COL_1,5351833891,,1,1,,,,,,,,,
115.png,COL_2,1141661555,,1,1,,,,,,,,,
115.png,COL_3,9456776134,9456776134,0,0,,,,,,,,,
base64decoded - 2026-01-21T155950.914.png,COL_1,0480302344,0480302344,0,0,,,,,,,,,
base64decoded - 2026-01-21T155950.914.png,COL_2,2633703890,2633703890,0,0,,,,,,,,,
base64decoded - 2026-01-21T155950.914.png,COL_3,9353306010,9353306010,0,0,,,,,,,,,
85.png,COL_1,9250403004,9250403004,0,0,,,,,,,,,
85.png,COL_2,8341761551,8341761551,0,0,,,,,,,,,
85.png,COL_3,0476233383,0476233383,0,0,,,,,,,,,
241.png,COL_1,5915992395,5915992395,0,0,,,,,,,,,
241.png,COL_2,5103663570,5103663570,0,0,,,,,,,,,
241.png,COL_3,8055371774,8055371774,0,0,,,,,,,,,
236.jpeg,COL_1,7935935404,7935935404,0,0,,,,,,,,,
236.jpeg,COL_2,9336903584,9336903584,0,0,,,,,,,,,
236.jpeg,COL_3,8383637461,8383637461,0,0,,,,,,,,,
base64decoded - 2026-01-21T164543.932.jpeg,COL_1,4352450105,4352450105,0,0,,,,,,,,,
base64decoded - 2026-01-21T164543.932.jpeg,COL_2,2313091543,2313091543,0,0,,,,,,,,,
base64decoded - 2026-01-21T164543.932.jpeg,COL_3,6131430170,6131430170,0,0,,,,,,,,,
base64decoded - 2026-01-21T164259.147.jpeg,COL_1,9844073601,9844073601,0,0,,,,,,,,,
base64decoded - 2026-01-21T164259.147.jpeg,COL_2,8048366455,8048366455,0,0,,,,,,,,,
base64decoded - 2026-01-21T164259.147.jpeg,COL_3,2586087446,2586087446,0,0,,,,,,,,,
230.jpeg,COL_1,3251737154,3251737154,0,0,,,,,,,,,
230.jpeg,COL_2,7119500542,7119500542,0,0,,,,,,,,,
230.jpeg,COL_3,9154175052,9154175052,0,0,,,,,,,,,
base64decoded - 2026-01-21T151752.547.png,COL_1,9931619008,9931619008,0,0,,,,,,,,,
base64decoded - 2026-01-21T151752.547.png,COL_2,4010860344,4010860344,0,0,,,,,,,,,
base64decoded - 2026-01-21T151752.547.png,COL_3,2142894577,2142894577,0,0,,,,,,,,,
380.png,COL_1,1735757252,1735757252,0,0,,,,,,,,,
380.png,COL_2,9160850311,9160850311,0,0,,,,,,,,,
380.png,COL_3,0640843958,0640843958,0,0,,,,,,,,,
base64decoded - 2026-01-21T153957.873.png,COL_1,1356609196,1356609196,0,0,,,,,,,,,
base64decoded - 2026-01-21T153957.873.png,COL_2,0101461571,0101461571,0,0,,,,,,,,,
base64decoded - 2026-01-21T153957.873.png,COL_3,8055171098,8055171098,0,0,,,,,,,,,
50.jpeg,COL_1,8178727018,8178727018,0,0,,,,,,,,,
50.jpeg,COL_2,7110000764,7110000764,0,0,,,,,,,,,
50.jpeg,COL_3,6154525366,6154525366,0,0,,,,,,,,,
395.png,COL_1,2581797183,2581797183,0,0,,,,,,,,,
395.png,COL_2,6611301861,6611301861,0,0,,,,,,,,,
395.png,COL_3,5174204347,5174204347,0,0,,,,,,,,,
54.png,COL_1,9755602158,9755602158,0,0,,,,,,,,,
54.png,COL_2,6131401590,6131401590,0,0,,,,,,,,,
54.png,COL_3,9353716365,9353716365,0,0,,,,,,,,,
base64decoded - 2026-01-21T152403.004.png,COL_1,5651363654,5651363654,0,0,,,,,,,,,
base64decoded - 2026-01-21T152403.004.png,COL_2,4146466552,4146466552,0,0,,,,,,,,,
base64decoded - 2026-01-21T152403.004.png,COL_3,9486076826,9486076826,0,0,,,,,,,,,
156.png,COL_1,0281859591,0281859591,0,0,,,,,,,,,
156.png,COL_2,7413763844,7413763844,0,0,,,,,,,,,
156.png,COL_3,6152366514,6152366514,0,0,,,,,,,,,
33.jfif,COL_1,5340287884,5340287884,0,0,,,,,,,,,
33.jfif,COL_2,6014204466,6014204466,0,0,,,,,,,,,
33.jfif,COL_3,6184686926,6184686926,0,0,,,,,,,,,
358.png,COL_1,8785676160,8785676160,0,0,,,,,,,,,
358.png,COL_2,7601361871,7601361871,0,0,,,,,,,,,
358.png,COL_3,3075208133,3075208133,0,0,,,,,,,,,
370.png,COL_1,3282677715,3282677715,0,0,,,,,,,,,
370.png,COL_2,3460750810,3460750810,0,0,,,,,,,,,
370.png,COL_3,0630964758,0630964758,0,0,,,,,,,,,
base64decoded - 2026-01-21T161954.232.png,COL_1,4188387470,4188387470,0,0,,,,,,,,,
base64decoded - 2026-01-21T161954.232.png,COL_2,5610000860,,1,1,,,,,,,,,
base64decoded - 2026-01-21T161954.232.png,COL_3,5154505181,5154505181,0,0,,,,,,,,,
base64decoded - 2026-01-21T164046.945.jfif,COL_1,7758489886,7758489886,0,0,,,,,,,,,
base64decoded - 2026-01-21T164046.945.jfif,COL_2,8115961549,8115961549,0,0,,,,,,,,,
base64decoded - 2026-01-21T164046.945.jfif,COL_3,5152170856,5152170856,0,0,,,,,,,,,
base64decoded - 2026-01-21T160240.759.png,COL_1,0233988000,0233988000,0,0,,,,,,,,,
base64decoded - 2026-01-21T160240.759.png,COL_2,9300220554,9300220554,0,0,,,,,,,,,
base64decoded - 2026-01-21T160240.759.png,COL_3,0049839209,0049839209,0,0,,,,,,,,,
140.png,COL_1,5831726162,5831726162,0,0,,,,,,,,,
140.png,COL_2,3006826355,3006826355,0,0,,,,,,,,,
140.png,COL_3,8589096880,8589096880,0,0,,,,,,,,,
base64decoded.png,COL_1,9681996153,9681996153,0,0,,,,,,,,,
base64decoded.png,COL_2,1601421858,1601421858,0,0,,,,,,,,,
base64decoded.png,COL_3,5039408531,5039408531,0,0,,,,,,,,,
base64decoded (71).png,COL_1,0453942204,0453942204,0,0,,,,,,,,,
base64decoded (71).png,COL_2,2130000590,2130000590,0,0,,,,,,,,,
base64decoded (71).png,COL_3,2343815585,2343815585,0,0,,,,,,,,,
base64decoded - 2026-01-21T153334.728.png,COL_1,0135989337,0135989337,0,0,,,,,,,,,
base64decoded - 2026-01-21T153334.728.png,COL_2,3003663374,3003663374,0,0,,,,,,,,,
base64decoded - 2026-01-21T153334.728.png,COL_3,2055398511,2055398511,0,0,,,,,,,,,
base64decoded - 2026-01-21T163611.764.png,COL_1,2178274499,2178274499,0,0,,,,,,,,,
base64decoded - 2026-01-21T163611.764.png,COL_2,7117691777,7117691777,0,0,,,,,,,,,
base64decoded - 2026-01-21T163611.764.png,COL_3,6177221132,6177221132,0,0,,,,,,,,,
base64decoded (31).png,COL_1,1658799527,1658799527,0,0,,,,,,,,,
base64decoded (31).png,COL_2,5111461549,5111461549,0,0,,,,,,,,,
base64decoded (31).png,COL_3,8152177485,8152177485,0,0,,,,,,,,,
base64decoded (24).png,COL_1,9255822314,9255822314,0,0,,,,,,,,,
base64decoded (24).png,COL_2,3133003593,3133003593,0,0,,,,,,,,,
base64decoded (24).png,COL_3,6353319550,6353319550,0,0,,,,,,,,,
base64decoded (64).png,COL_1,2853592494,2853592494,0,0,,,,,,,,,
base64decoded (64).png,COL_2,8134704590,8134704590,0,0,,,,,,,,,
base64decoded (64).png,COL_3,9383613295,9383613295,0,0,,,,,,,,,
76.png,COL_1,5964953450,5964953450,0,0,,,,,,,,,
76.png,COL_2,2604034826,2604034826,0,0,,,,,,,,,
76.png,COL_3,9088607193,9088607193,0,0,,,,,,,,,
base64decoded - 2026-01-21T153208.677.png,COL_1,4280893486,4280893486,0,0,,,,,,,,,
base64decoded - 2026-01-21T153208.677.png,COL_2,2444364850,2444364850,0,0,,,,,,,,,
base64decoded - 2026-01-21T153208.677.png,COL_3,6486661343,6486661343,0,0,,,,,,,,,
base64decoded - 2026-01-21T154326.942.png,COL_1,6281649057,6281649057,0,0,,,,,,,,,
base64decoded - 2026-01-21T154326.942.png,COL_2,9410360841,9410360841,0,0,,,,,,,,,
base64decoded - 2026-01-21T154326.942.png,COL_3,6142863782,6142863782,0,0,,,,,,,,,
base64decoded - 2026-01-21T160512.711.png,COL_1,8644827060,8644827060,0,0,,,,,,,,,
base64decoded - 2026-01-21T160512.711.png,COL_2,5400330823,5400330823,0,0,,,,,,,,,
base64decoded - 2026-01-21T160512.711.png,COL_3,1048865890,1048865890,0,0,,,,,,,,,
base64decoded (67).png,COL_1,5355889054,5355889054,0,0,,,,,,,,,
base64decoded (67).png,COL_2,6000960573,6000960573,0,0,,,,,,,,,
base64decoded (67).png,COL_3,6035954392,6035954392,0,0,,,,,,,,,
274.png,COL_1,4818998690,4818998690,0,0,,,,,,,,,
274.png,COL_2,7166756516,7166756516,0,0,,,,,,,,,
274.png,COL_3,9680019464,9680019464,0,0,,,,,,,,,
base64decoded - 2026-01-21T164249.645.jpeg,COL_1,8450134813,8450134813,0,0,,,,,,,,,
base64decoded - 2026-01-21T164249.645.jpeg,COL_2,1318096575,1318096575,0,0,,,,,,,,,
base64decoded - 2026-01-21T164249.645.jpeg,COL_3,8187035582,8187035582,0,0,,,,,,,,,
147.png,COL_1,1553424541,1553424541,0,0,,,,,,,,,
147.png,COL_2,6114694574,6114694574,0,0,,,,,,,,,
147.png,COL_3,2187676720,2187676720,0,0,,,,,,,,,
base64decoded (59).png,COL_1,1237482813,1237482813,0,0,,,,,,,,,
base64decoded (59).png,COL_2,4134704390,4134704390,0,0,,,,,,,,,
base64decoded (59).png,COL_3,0383646367,0383646367,0,0,,,,,,,,,
base64decoded (72).png,COL_1,3959184473,3959184473,0,0,,,,,,,,,
base64decoded (72).png,COL_2,1311291579,1311291579,0,0,,,,,,,,,
base64decoded (72).png,COL_3,8157134954,8157134954,0,0,,,,,,,,,
95.png,COL_1,0751704168,0751704168,0,0,,,,,,,,,
95.png,COL_2,7011391575,,1,1,,,,,,,,,
95.png,COL_3,2157753759,2157753759,0,0,,,,,,,,,
206.png,COL_1,4950366774,4950366774,0,0,,,,,,,,,
206.png,COL_2,0300620550,0300620550,0,0,,,,,,,,,
206.png,COL_3,0059531456,0059531456,0,0,,,,,,,,,
base64decoded - 2026-01-21T161621.044.png,COL_1,3548847831,3548847831,0,0,,,,,,,,,
base64decoded - 2026-01-21T161621.044.png,COL_2,4015303465,4015303465,0,0,,,,,,,,,
base64decoded - 2026-01-21T161621.044.png,COL_3,4154388750,4154388750,0,0,,,,,,,,,
base64decoded - 2026-01-21T153714.788.png,COL_1,3156160829,3156160829,0,0,,,,,,,,,
base64decoded - 2026-01-21T153714.788.png,COL_2,0114494544,0114494544,0,0,,,,,,,,,
base64decoded - 2026-01-21T153714.788.png,COL_3,3181678717,3181678717,0,0,,,,,,,,,
319.png,COL_1,3152150351,3152150351,0,0,,,,,,,,,
319.png,COL_2,9313993543,9313993543,0,0,,,,,,,,,
319.png,COL_3,0151331239,0151331239,0,0,,,,,,,,,
126.png,COL_1,9634687430,9634687430,0,0,,,,,,,,,
126.png,COL_2,1064154318,1064154318,0,0,,,,,,,,,
126.png,COL_3,2680699236,2680699236,0,0,,,,,,,,,
265.png,COL_1,7831759430,7831759430,0,0,,,,,,,,,
265.png,COL_2,9014864346,9014864346,0,0,,,,,,,,,
265.png,COL_3,4182696757,4182696757,0,0,,,,,,,,,
base64decoded - 2026-01-21T161040.407.png,COL_1,4508942003,4508942003,0,0,,,,,,,,,
base64decoded - 2026-01-21T161040.407.png,COL_2,6060550410,6060550410,0,0,,,,,,,,,
base64decoded - 2026-01-21T161040.407.png,COL_3,3630980105,3630980105,0,0,,,,,,,,,
132.png,COL_1,9805145029,9805145029,0,0,,,,,,,,,
132.png,COL_2,0010890340,0010890340,0,0,,,,,,,,,
132.png,COL_3,2151592578,2151592578,0,0,,,,,,,,,
6.jpeg,COL_1,9104730420,9104730420,0,0,,,,,,,,,
6.jpeg,COL_2,0004534320,0004534320,0,0,,,,,,,,,
6.jpeg,COL_3,2088690618,2088690618,0,0,,,,,,,,,
base64decoded - 2026-01-21T160153.584.png,COL_1,5885574897,5885574897,0,0,,,,,,,,,
base64decoded - 2026-01-21T160153.584.png,COL_2,6414394870,6414394870,0,0,,,,,,,,,
base64decoded - 2026-01-21T160153.584.png,COL_3,6187665036,6187665036,0,0,,,,,,,,,
base64decoded - 2026-01-21T153732.177.png,COL_1,7565937350,7565937350,0,0,,,,,,,,,
base64decoded - 2026-01-21T153732.177.png,COL_2,6633703893,6633703893,0,0,,,,,,,,,
base64decoded - 2026-01-21T153732.177.png,COL_3,5353304059,5353304059,0,0,,,,,,,,,
base64decoded - 2026-01-21T163759.127.png,COL_1,5256567725,5256567725,0,0,,,,,,,,,
base64decoded - 2026-01-21T163759.127.png,COL_2,4064650510,4064650510,0,0,,,,,,,,,
base64decoded - 2026-01-21T163759.127.png,COL_3,5640851284,5640851284,0,0,,,,,,,,,
base64decoded - 2026-01-21T155240.570.png,COL_1,5067621354,5067621354,0,0,,,,,,,,,
base64decoded - 2026-01-21T155240.570.png,COL_2,9613763843,9613763843,0,0,,,,,,,,,
base64decoded - 2026-01-21T155240.570.png,COL_3,5152302847,5152302847,0,0,,,,,,,,,
base64decoded - 2026-01-21T154250.405.png,COL_1,7255937464,,1,1,,,,,,,,,
base64decoded - 2026-01-21T154250.405.png,COL_2,6064954516,6064954516,0,0,,,,,,,,,
base64decoded - 2026-01-21T154250.405.png,COL_3,0680654831,0680654831,0,0,,,,,,,,,
82.jfif,COL_1,3658207153,3658207153,0,0,,,,,,,,,
82.jfif,COL_2,8161451510,8161451510,0,0,,,,,,,,,
82.jfif,COL_3,6630416426,6630416426,0,0,,,,,,,,,
base64decoded - 2026-01-21T154929.764.png,COL_1,1554747114,1554747114,0,0,,,,,,,,,
base64decoded - 2026-01-21T154929.764.png,COL_2,8161451519,8161451519,0,0,,,,,,,,,
base64decoded - 2026-01-21T154929.764.png,COL_3,3650778317,3650778317,0,0,,,,,,,,,
322.png,COL_1,5852150515,5852150515,0,0,,,,,,,,,
322.png,COL_2,6310690546,6310690546,0,0,,,,,,,,,
322.png,COL_3,8151534933,8151534933,0,0,,,,,,,,,
base64decoded (23).png,COL_1,2183272427,,1,1,,,,,,,,,
base64decoded (23).png,COL_2,9431301898,9431301898,0,0,,,,,,,,,
base64decoded (23).png,COL_3,6373267102,6373267102,0,0,,,,,,,,,
base64decoded - 2026-01-21T153453.350.png,COL_1,0833852597,0833852597,0,0,,,,,,,,,
base64decoded - 2026-01-21T153453.350.png,COL_2,0131701391,0131701391,0,0,,,,,,,,,
base64decoded - 2026-01-21T153453.350.png,COL_3,0353747791,0353747791,0,0,,,,,,,,,
base64decoded - 2026-01-21T154006.976.png,COL_1,0271957414,0271957414,0,0,,,,,,,,,
base64decoded - 2026-01-21T154006.976.png,COL_2,6110900760,6110900760,0,0,,,,,,,,,
base64decoded - 2026-01-21T154006.976.png,COL_3,6144820235,6144820235,0,0,,,,,,,,,
386.png,COL_1,4450914139,4450914139,0,0,,,,,,,,,
386.png,COL_2,0116096578,0116096578,0,0,,,,,,,,,
386.png,COL_3,9187074971,9187074971,0,0,,,,,,,,,
base64decoded - 2026-01-21T161925.910.png,COL_1,5533702139,5533702139,0,0,,,,,,,,,
base64decoded - 2026-01-21T161925.910.png,COL_2,9131701395,9131701395,0,0,,,,,,,,,
base64decoded - 2026-01-21T161925.910.png,COL_3,0353745531,0353745531,0,0,,,,,,,,,
107.png,COL_1,0455713499,0455713499,0,0,,,,,,,,,
107.png,COL_2,8110690541,8110690541,0,0,,,,,,,,,
107.png,COL_3,9131970965,9131970965,0,0,,,,,,,,,
base64decoded (25).png,COL_1,2038127618,2038127618,0,0,,,,,,,,,
base64decoded (25).png,COL_2,4116706362,4116706362,0,0,,,,,,,,,
base64decoded (25).png,COL_3,0184044299,0184044299,0,0,,,,,,,,,
280.png,COL_1,1856063434,1856063434,0,0,,,,,,,,,
280.png,COL_2,7141661558,7141661558,0,0,,,,,,,,,
280.png,COL_3,9476279490,9476279490,0,0,,,,,,,,,
base64decoded - 2026-01-21T161203.087.jpg,COL_1,7603318100,7603318100,0,0,,,,,,,,,
base64decoded - 2026-01-21T161203.087.jpg,COL_2,6001621356,6001621356,0,0,,,,,,,,,
base64decoded - 2026-01-21T161203.087.jpg,COL_3,4079292613,4079292613,0,0,,,,,,,,,
371.png,COL_1,6156797153,6156797153,0,0,,,,,,,,,
371.png,COL_2,8361651511,8361651511,0,0,,,,,,,,,
371.png,COL_3,4650132447,4650132447,0,0,,,,,,,,,
base64decoded - 2026-01-21T161009.576.png,COL_1,6154133456,6154133456,0,0,,,,,,,,,
base64decoded - 2026-01-21T161009.576.png,COL_2,1144064558,1144064558,0,0,,,,,,,,,
base64decoded - 2026-01-21T161009.576.png,COL_3,9486615849,9486615849,0,0,,,,,,,,,
52.jpg,COL_1,5244442380,5244442380,0,0,,,,,,,,,
52.jpg,COL_2,5030200492,5030200492,0,0,,,,,,,,,
52.jpg,COL_3,4333983760,4333983760,0,0,,,,,,,,,
19.jfif,COL_1,4954633311,4954633311,0,0,,,,,,,,,
19.jfif,COL_2,6143763554,6143763554,0,0,,,,,,,,,
19.jfif,COL_3,9456377018,9456377018,0,0,,,,,,,,,
157.png,COL_1,0215941407,0215941407,0,0,,,,,,,,,
157.png,COL_2,8134204394,8134204394,0,0,,,,,,,,,
157.png,COL_3,4383648046,4383648046,0,0,,,,,,,,,
base64decoded - 2026-01-21T161051.620.png,COL_1,5988494399,5988494399,0,0,,,,,,,,,
base64decoded - 2026-01-21T161051.620.png,COL_2,0610790871,0610790871,0,0,,,,,,,,,
base64decoded - 2026-01-21T161051.620.png,COL_3,5137900652,5137900652,0,0,,,,,,,,,
28.png,COL_1,2386359893,2386359893,0,0,,,,,,,,,
28.png,COL_2,2406566876,2406566876,0,0,,,,,,,,,
28.png,COL_3,1085067408,1085067408,0,0,,,,,,,,,
22.jpeg,COL_1,,,0,0,,,,,,,,,
22.jpeg,COL_2,,,0,0,,,,,,,,,
22.jpeg,COL_3,,,0,0,,,,,,,,,
base64decoded - 2026-01-21T154129.948.png,COL_1,5375237663,5375237663,0,0,,,,,,,,,
base64decoded - 2026-01-21T154129.948.png,COL_2,9110900764,,1,1,,,,,,,,,
base64decoded - 2026-01-21T154129.948.png,COL_3,6144828773,6144828773,0,0,,,,,,,,,
base64decoded - 2026-01-21T153151.680.png,COL_1,9486367766,9486367766,0,0,,,,,,,,,
base64decoded - 2026-01-21T153151.680.png,COL_2,7661751817,7661751817,0,0,,,,,,,,,
base64decoded - 2026-01-21T153151.680.png,COL_3,5670203005,5670203005,0,0,,,,,,,,,
base64decoded - 2026-01-21T164241.938.jfif,COL_1,0186419357,0186419357,0,0,,,,,,,,,
base64decoded - 2026-01-21T164241.938.jfif,COL_2,8615563845,8615563845,0,0,,,,,,,,,
base64decoded - 2026-01-21T164241.938.jfif,COL_3,5152303360,5152303360,0,0,,,,,,,,,
73.png,COL_1,4483072790,4483072790,0,0,,,,,,,,,
73.png,COL_2,4431501891,,1,1,,,,,,,,,
73.png,COL_3,5373265479,5373265479,0,0,,,,,,,,,
369.png,COL_1,3633426134,3633426134,0,0,,,,,,,,,
369.png,COL_2,9101621351,9101621351,0,0,,,,,,,,,
369.png,COL_3,0079247872,,1,1,,,,,,,,,
base64decoded (74).png,COL_1,1050044485,1050044485,0,0,,,,,,,,,
base64decoded (74).png,COL_2,1011991572,1011991572,0,0,,,,,,,,,
base64decoded (74).png,COL_3,6157150011,6157150011,0,0,,,,,,,,,
base64decoded - 2026-01-21T154509.526.png,COL_1,7754679152,7754679152,0,0,,,,,,,,,
base64decoded - 2026-01-21T154509.526.png,COL_2,5101061570,5101061570,0,0,,,,,,,,,
base64decoded - 2026-01-21T154509.526.png,COL_3,6035415831,6035415831,0,0,,,,,,,,,
base64decoded (19).png,COL_1,6915731461,6915731461,0,0,,,,,,,,,
base64decoded (19).png,COL_2,0114994740,0114994740,0,0,,,,,,,,,
base64decoded (19).png,COL_3,6181629447,6181629447,0,0,,,,,,,,,
base64decoded - 2026-01-21T164055.027.jfif,COL_1,1952909946,1952909946,0,0,,,,,,,,,
base64decoded - 2026-01-21T164055.027.jfif,COL_2,7105963575,7105963575,0,0,,,,,,,,,
base64decoded - 2026-01-21T164055.027.jfif,COL_3,9055372584,9055372584,0,0,,,,,,,,,
base64decoded - 2026-01-21T153940.431.png,COL_1,6550786454,6550786454,0,0,,,,,,,,,
base64decoded - 2026-01-21T153940.431.png,COL_2,1004924556,1004924556,0,0,,,,,,,,,
base64decoded - 2026-01-21T153940.431.png,COL_3,8089652541,,1,1,,,,,,,,,
150.png,COL_1,6535141603,6535141603,0,0,,,,,,,,,
150.png,COL_2,3316996572,3316996572,0,0,,,,,,,,,
150.png,COL_3,0187031624,0187031624,0,0,,,,,,,,,
base64decoded - 2026-01-21T154215.423.png,COL_1,8855546610,8855546610,0,0,,,,,,,,,
base64decoded - 2026-01-21T154215.423.png,COL_2,8106466576,8106466576,0,0,,,,,,,,,
base64decoded - 2026-01-21T154215.423.png,COL_3,8085073467,8085073467,0,0,,,,,,,,,
base64decoded (49).png,COL_1,2017421190,2017421190,0,0,,,,,,,,,
base64decoded (49).png,COL_2,1111061549,1111061549,0,0,,,,,,,,,
base64decoded (49).png,COL_3,6152114761,6152114761,0,0,,,,,,,,,
base64decoded - 2026-01-21T163636.190.png,COL_1,0531264670,0531264670,0,0,,,,,,,,,
base64decoded - 2026-01-21T163636.190.png,COL_2,0111291373,0111291373,0,0,,,,,,,,,
base64decoded - 2026-01-21T163636.190.png,COL_3,0137449293,0137449293,0,0,,,,,,,,,
246.png,COL_1,8859070717,8859070717,0,0,,,,,,,,,
246.png,COL_2,5011391546,5011391546,0,0,,,,,,,,,
246.png,COL_3,2171257270,2171257270,0,0,,,,,,,,,
256.png,COL_1,0759400729,0759400729,0,0,,,,,,,,,
256.png,COL_2,0111691546,0111691546,0,0,,,,,,,,,
256.png,COL_3,8171272132,8171272132,0,0,,,,,,,,,
base64decoded - 2026-01-21T164000.080.jpg,COL_1,6782716720,6782716720,0,0,,,,,,,,,
base64decoded - 2026-01-21T164000.080.jpg,COL_2,3405620854,3405620854,0,0,,,,,,,,,
base64decoded - 2026-01-21T164000.080.jpg,COL_3,6059569462,6059569462,0,0,,,,,,,,,
base64decoded - 2026-01-21T161020.724.png,COL_1,4688829866,4688829866,0,0,,,,,,,,,
base64decoded - 2026-01-21T161020.724.png,COL_2,4413363840,4413363840,0,0,,,,,,,,,
base64decoded - 2026-01-21T161020.724.png,COL_3,7152365680,7152365680,0,0,,,,,,,,,
208.png,COL_1,0152189192,0152189192,0,0,,,,,,,,,
208.png,COL_2,7101661579,7101661579,0,0,,,,,,,,,
208.png,COL_3,8055770870,8055770870,0,0,,,,,,,,,
base64decoded - 2026-01-21T152437.129.png,COL_1,6714269190,6714269190,0,0,,,,,,,,,
base64decoded - 2026-01-21T152437.129.png,COL_2,4101031521,4101031521,0,0,,,,,,,,,
base64decoded - 2026-01-21T152437.129.png,COL_3,9038415379,9038415379,0,0,,,,,,,,,
base64decoded - 2026-01-21T153527.429.png,COL_1,5413671314,5413671314,0,0,,,,,,,,,
base64decoded - 2026-01-21T153527.429.png,COL_2,8113903763,8113903763,0,0,,,,,,,,,
base64decoded - 2026-01-21T153527.429.png,COL_3,8154326483,8154326483,0,0,,,,,,,,,
base64decoded (48).png,COL_1,4033248100,4033248100,0,0,,,,,,,,,
base64decoded (48).png,COL_2,2311601561,2311601561,0,0,,,,,,,,,
base64decoded (48).png,COL_3,0154739901,0154739901,0,0,,,,,,,,,
base64decoded - 2026-01-21T163942.880.jpg,COL_1,2856129652,2856129652,0,0,,,,,,,,,
base64decoded - 2026-01-21T163942.880.jpg,COL_2,9108966578,9108966578,0,0,,,,,,,,,
base64decoded - 2026-01-21T163942.880.jpg,COL_3,6085014167,6085014167,0,0,,,,,,,,,
226.png,COL_1,9880539480,9880539480,0,0,,,,,,,,,
226.png,COL_2,5404664874,,1,1,,,,,,,,,
226.png,COL_3,6085666697,6085666697,0,0,,,,,,,,,
251.png,COL_1,2578489176,2578489176,0,0,,,,,,,,,
251.png,COL_2,3111261740,,1,1,,,,,,,,,
251.png,COL_3,0132429121,,1,1,,,,,,,,,
16.jfif,COL_1,4680985899,4680885899,0.1,1,,,,,,,,,
16.jfif,COL_2,2606136826,2606136826,0,0,,,,,,,,,
16.jfif,COL_3,4288000743,4288000743,0,0,,,,,,,,,
182.png,COL_1,9285202089,9285202089,0,0,,,,,,,,,
182.png,COL_2,4630000891,4630000891,0,0,,,,,,,,,
182.png,COL_3,5343804484,5343804484,0,0,,,,,,,,,
base64decoded - 2026-01-21T163545.170.png,COL_1,1958682151,1958682151,0,0,,,,,,,,,
base64decoded - 2026-01-21T163545.170.png,COL_2,0137901597,0137901597,0,0,,,,,,,,,
base64decoded - 2026-01-21T163545.170.png,COL_3,9373276366,9373276366,0,0,,,,,,,,,
69.png,COL_1,9030075632,9030075632,0,0,,,,,,,,,
69.png,COL_2,4006736326,4006736326,0,0,,,,,,,,,
69.png,COL_3,4088091233,,1,1,,,,,,,,,
base64decoded - 2026-01-21T151802.347.png,COL_1,7331137592,7331137592,0,0,,,,,,,,,
base64decoded - 2026-01-21T151802.347.png,COL_2,4113603363,4113603363,0,0,,,,,,,,,
base64decoded - 2026-01-21T151802.347.png,COL_3,0154346321,0154346321,0,0,,,,,,,,,
385.png,COL_1,0251364106,0251364106,0,0,,,,,,,,,
385.png,COL_2,8011391573,8011391573,0,0,,,,,,,,,
385.png,COL_3,2137452558,2137452558,0,0,,,,,,,,,
180.png,COL_1,1758767151,1758767151,0,0,,,,,,,,,
180.png,COL_2,5161651510,5161651510,0,0,,,,,,,,,
180.png,COL_3,9650772636,9650772636,0,0,,,,,,,,,
178.png,COL_1,2352620529,2352620529,0,0,,,,,,,,,
178.png,COL_2,7111691541,7111691541,0,0,,,,,,,,,
178.png,COL_3,0451174916,0451174916,0,0,,,,,,,,,
