Archivo Físico,Match Excel,COL_1 Esperado,COL_1 Extraído,Match COL_1,COL_2 Esperado,COL_2 Extraído,Match COL_2,COL_3 Esperado,COL_3 Extraído,Match COL_3,Exactitud Ticket
274.png,274.png,COL 1. 48189 98690,COL 1. 48189 98690,True,COL 2. 71667 56516,COL 2. 71667 56516,True,COL 3. 96800 19464,COL 3. 96800 19464,True,3/3
260.png,260.png,COL 1. 85754 46650,COL 1. 85754 46650,True,COL 2. 21012 61770,COL 2. 21012 61770,True,COL 3. 00354 29014,COL 3. 00354 29014,True,3/3
base64decoded - 2026-01-21T161609.990.png,base64decoded - 2026-01-21T161609.990.png,COL 1. 79317 50116,,False,COL 2. 41150 91345,,False,COL 3. 01511 47276,,False,0/3
base64decoded - 2026-01-21T153706.351.png,base64decoded - 2026-01-21T153706.351.png,COL 1. 33513 34780,COL 1. 33513 34780,True,COL 2. 40109 90574,COL 2. 40109 90574,True,COL 3. 61575 51915,COL 3. 61575 51915,True,3/3
261.png,261.png,COL 1. 25414 37588,COL 1. 25414 37588,True,COL 2. 30116 01461,COL 2. 30116 01461,True,COL 3. 31547 87764,COL 3. 31547 87764,True,3/3
275.png,275.png,COL 1. 63709 49340,COL 1. 63709 49340,True,COL 2. 81062 66772,COL 2. 81062 66772,True,COL 3. 60850 28241,COL 3. 60850 28241,True,3/3
239.jfif,239.jfif,COL 1. 35459 43169,COL 1. 35459 43169,True,COL 2. 54110 98830,,False,COL 3. 11374 60352,,False,1/3
base64decoded (93).png,base64decoded (93).png,COL 1. 98350 14652,COL 1. 98350 14652,True,COL 2. 61018 61370,COL 2. 61018 61370,True,COL 3. 10354 40449,COL 3. 10354 40449,True,3/3
249.png,249.png,COL 1. 39581 13534,COL 1. 39581 13534,True,COL 2. 11443 64554,COL 2. 11443 64554,True,COL 3. 64866 18774,COL 3. 64866 18774,True,3/3
base64decoded - 2026-01-21T154755.994.png,base64decoded - 2026-01-21T154755.994.png,COL 1. 78887 84396,,False,COL 2. 06438 43812,,False,COL 3. 34369 02606,,False,0/3
base64decoded - 2026-01-21T155409.658.png,base64decoded - 2026-01-21T155409.658.png,COL 1. 95816 35863,COL 1. 95816 35863,True,COL 2. 96047 34824,COL 2. 96047 34824,True,COL 3. 50886 06533,COL 3. 50886 06533,True,3/3
base64decoded - 2026-01-21T160743.288.png,base64decoded - 2026-01-21T160743.288.png,COL 1. 94855 19460,COL 1. 94855 19460,True,COL 2. 14003 60871,COL 2. 14003 60871,True,COL 3. 60359 62788,COL 3. 60359 62788,True,3/3
base64decoded - 2026-01-21T153907.161.png,base64decoded - 2026-01-21T153907.161.png,COL 1. 83881 19144,COL 1. 83881 19144,True,COL 2. 34113 61849,COL 2. 34113 61849,True,COL 3. 11527 62825,,False,2/3
base64decoded - 2026-01-21T151802.347.png,base64decoded - 2026-01-21T151802.347.png,COL 1. 73311 37592,COL 1. 73311 37592,True,COL 2. 41136 03363,COL 2. 41136 03363,True,COL 3. 01543 46321,COL 3. 01643 46321,False,2/3
base64decoded - 2026-01-21T153412.147.png,base64decoded - 2026-01-21T153412.147.png,COL 1. 95746 32953,,False,COL 2. 01339 03793,,False,COL 3. 63533 28591,,False,0/3
base64decoded - 2026-01-21T162102.889.jpeg,base64decoded - 2026-01-21T162102.889.jpeg,COL 1. 10544 72400,COL 1. 10544 72400,True,COL 2. 43330 01591,COL 2. 43330 01591,True,COL 3. 03334 34150,COL 3. 03334 34150,True,3/3
117.png,117.png,COL 1. 97509 25328,,False,COL 2. 41006 30522,,False,COL 3. 80389 72108,,False,0/3
base64decoded - 2026-01-21T152004.089.png,base64decoded - 2026-01-21T152004.089.png,COL 1. 35802 46083,COL 1. 35802 46083,True,COL 2. 56007 20850,COL 2. 56007 20850,True,COL 3. 50595 01616,COL 3. 50595 01616,True,3/3
103.png,103.png,COL 1. 94051 62662,,False,COL 2. 20063 66578,COL 2. 20063 66578,True,COL 3. 60850 53968,COL 3. 60850 53968,True,2/3
6.jpeg,6.jpeg,COL 1. 91047 30420,COL 1. 91047 30420,True,COL 2. 00045 34320,,False,COL 3. 20886 90618,,False,1/3
base64decoded - 2026-01-21T164156.302.jpeg,base64decoded - 2026-01-21T164156.302.jpeg,COL 1. 04544 89426,COL 1. 04544 89426,True,COL 2. 73018 61576,COL 2. 73018 61578,False,COL 3. 40752 31237,COL 3. 40752 91237,False,1/3
base64decoded - 2026-01-21T160721.511.png,base64decoded - 2026-01-21T160721.511.png,COL 1. 06429 07504,COL 1. 06429 07504,True,COL 2. 70635 53414,COL 2. 70635 53414,True,COL 3. 36503 87683,COL 3. 36503 87683,True,3/3
base64decoded - 2026-01-21T160315.687.png,base64decoded - 2026-01-21T160315.687.png,COL 1. 87815 05082,,False,COL 2. 76007 30820,,False,COL 3. 30389 03241,,False,0/3
base64decoded - 2026-01-21T153059.351.png,base64decoded - 2026-01-21T153059.351.png,COL 1. 49506 05490,COL 1. 49506 05490,True,COL 2. 50019 31529,,False,COL 3. 80581 52228,COL 3. 80581 52228,True,2/3
315.png,315.png,COL 1. 17342 17431,COL 1. 17342 17431,True,COL 2. 11042 34326,COL 2. 11042 34126,False,COL 3. 40886 40898,COL 3. 40886 40896,False,1/3
301.png,301.png,COL 1. 11515 66055,COL 1. 11515 66055,True,COL 2. 21006 20550,COL 2. 21006 20550,True,COL 3. 90399 72363,COL 3. 90399 72363,True,3/3
329.png,329.png,COL 1. 83491 90046,COL 1. 83491 90046,True,COL 2. 20109 90440,COL 2. 20109 90440,True,COL 3. 31515 80558,COL 3. 31515 80558,True,3/3
base64decoded (85).png,base64decoded (85).png,COL 1. 06449 77583,COL 1. 06449 77583,True,COL 2. 10115 01465,COL 2. 10115 01465,True,COL 3. 31547 85505,COL 3. 31547 85505,True,3/3
base64decoded - 2026-01-21T161415.135.jpeg,base64decoded - 2026-01-21T161415.135.jpeg,COL 1. 23332 70001,,False,COL 2. 41107 00363,,False,COL 3. 01349 43387,,False,0/3
305.png,305.png,COL 1. 61522 00003,,False,COL 2. 73138 90541,COL 2. 73138 90541,True,COL 3. 01418 33965,COL 3. 01418 33965,True,2/3
base64decoded - 2026-01-21T160000.241.png,base64decoded - 2026-01-21T160000.241.png,COL 1. 57373 09897,,False,COL 2. 81147 64344,,False,COL 3. 01826 47190,,False,0/3
311.png,311.png,COL 1. 10800 76142,COL 1. 10800 76142,True,COL 2. 86061 26855,COL 2. 86061 26855,True,COL 3. 30890 09785,COL 3. 30890 09785,True,3/3
base64decoded - 2026-01-21T153808.587.png,base64decoded - 2026-01-21T153808.587.png,COL 1. 59148 03194,COL 1. 59148 03194,True,COL 2. 01014 31525,COL 2. 01014 31525,True,COL 3. 90581 71199,COL 3. 90581 71199,True,3/3
339.png,339.png,COL 1. 73564 69400,COL 1. 73564 69400,True,COL 2. 30143 64540,COL 2. 30143 64540,True,COL 3. 61826 54251,COL 3. 61826 54251,True,3/3
base64decoded (100).png,base64decoded (100).png,COL 1. 85314 99456,COL 1. 85314 99456,True,COL 2. 71117 61347,COL 2. 71117 61347,True,COL 3. 01722 46823,COL 3. 01722 46823,True,3/3
base64decoded (84).png,base64decoded (84).png,COL 1. 20560 67715,COL 1. 20560 67715,True,COL 2. 73612 51516,COL 2. 73612 51516,True,COL 3. 86702 36067,COL 3. 86702 36067,True,3/3
base64decoded - 2026-01-21T154518.050.png,base64decoded - 2026-01-21T154518.050.png,COL 1. 69328 93518,COL 1. 69328 93518,True,COL 2. 71437 63355,COL 2. 71437 63355,True,COL 3. 04563 41346,COL 3. 04563 41346,True,3/3
base64decoded - 2026-01-21T155855.162.png,base64decoded - 2026-01-21T155855.162.png,COL 1. 15508 95312,COL 1. 15508 95312,True,COL 2. 70009 30523,,False,COL 3. 60389 57045,COL 3. 60389 57045,True,2/3
base64decoded - 2026-01-21T155143.438.png,base64decoded - 2026-01-21T155143.438.png,COL 1. 44592 44058,COL 1. 44592 44058,True,COL 2. 50109 90573,COL 2. 50109 90573,True,COL 3. 71478 50378,COL 3. 71478 50378,True,3/3
107.png,107.png,COL 1. 04557 13499,COL 1. 04557 13499,True,COL 2. 81106 90541,COL 2. 81106 90541,True,COL 3. 91319 70965,COL 3. 91319 70965,True,3/3
113.png,113.png,COL 1. 71583 29560,,False,COL 2. 90133 63540,COL 2. 90133 63540,True,COL 3. 81523 54088,COL 3. 81523 54088,True,2/3
base64decoded - 2026-01-21T153343.699.png,base64decoded - 2026-01-21T153343.699.png,COL 1. 64557 90745,,False,COL 2. 61104 90540,COL 2. 61104 90540,True,COL 3. 91515 74587,COL 3. 91515 74587,True,2/3
base64decoded - 2026-01-21T162321.862.png,base64decoded - 2026-01-21T162321.862.png,COL 1. 85316 20955,,False,COL 2. 11150 93343,,False,COL 3. 01513 46196,,False,0/3
base64decoded - 2026-01-21T161934.543.png,base64decoded - 2026-01-21T161934.543.png,COL 1. 08558 10151,COL 1. 08558 10151,True,COL 2. 63150 91549,COL 2. 63150 91549,True,COL 3. 41511 37594,COL 3. 41511 37594,True,3/3
base64decoded - 2026-01-21T164527.165.jfif,base64decoded - 2026-01-21T164527.165.jfif,COL 1. 46562 89368,COL 1. 46562 89368,True,COL 2. 10156 63543,COL 2. 10156 63543,True,COL 3. 61523 58744,COL 3. 61523 50744,False,2/3
271.png,271.png,COL 1. 87552 60096,,False,COL 2. 41106 90540,,False,COL 3. 91418 75294,,False,0/3
265.png,265.png,COL 1. 78317 59430,COL 1. 78317 59430,True,COL 2. 90148 64346,COL 2. 90148 64346,True,COL 3. 41826 96757,COL 3. 41826 96757,True,3/3
base64decoded - 2026-01-21T164110.426.jfif,base64decoded - 2026-01-21T164110.426.jfif,COL 1. 10509 99375,COL 1. 10509 99375,True,COL 2. 21059 63573,COL 2. 21059 63573,True,COL 3. 90553 79469,COL 3. 90553 79469,True,3/3
base64decoded (92).png,base64decoded (92).png,COL 1. 45319 90959,COL 1. 45319 90959,True,COL 2. 51136 93345,COL 2. 51136 93345,True,COL 3. 01513 47319,COL 3. 01513 47319,True,3/3
259.png,259.png,COL 1. 47452 84141,COL 1. 47452 84141,True,COL 2. 80117 91471,COL 2. 80117 91471,True,COL 3. 91577 80419,COL 3. 91577 80419,True,3/3
base64decoded.png,base64decoded.png,COL 1. 96819 96153,COL 1. 96819 96153,True,COL 2. 16014 21858,COL 2. 16014 21858,True,COL 3. 50394 08531,COL 3. 50394 08531,True,3/3
base64decoded - 2026-01-21T153138.814.png,base64decoded - 2026-01-21T153138.814.png,COL 1. 88762 77433,COL 1. 88762 77433,True,COL 2. 01609 50710,COL 2. 01609 50710,True,COL 3. 06408 27570,COL 3. 06408 27570,True,3/3
258.png,258.png,COL 1. 23550 12433,COL 1. 23550 12433,True,COL 2. 01316 01591,COL 2. 01316 01591,True,COL 3. 93732 71800,COL 3. 93732 71800,True,3/3
base64decoded - 2026-01-21T153758.902.png,base64decoded - 2026-01-21T153758.902.png,COL 1. 46319 86450,COL 1. 46319 86450,True,COL 2. 91017 21351,COL 2. 91017 21351,True,COL 3. 40792 45313,COL 3. 40792 45313,True,3/3
264.png,264.png,COL 1. 09544 32717,COL 1. 09544 32717,True,COL 2. 03310 01591,COL 2. 03310 01591,True,COL 3. 83732 38097,COL 3. 83732 38097,True,3/3
270.png,270.png,COL 1. 43347 23546,COL 1. 43347 23546,True,COL 2. 10418 61350,COL 2. 10418 61350,True,COL 3. 84364 90809,COL 3. 84364 90809,True,3/3
base64decoded (51).png,base64decoded (51).png,COL 1. 58596 24119,COL 1. 58596 24119,True,COL 2. 41110 91575,COL 2. 41110 91575,True,COL 3. 91571 13126,COL 3. 91571 13126,True,3/3
base64decoded (47).png,base64decoded (47).png,COL 1. 94632 30151,COL 1. 94632 30151,True,COL 2. 96117 01861,COL 2. 96117 01861,True,COL 3. 31742 09120,,False,2/3
106.png,106.png,COL 1. 25354 80796,COL 1. 25554 80796,False,COL 2. 30118 91341,COL 2. 30118 91341,True,COL 3. 41712 94858,COL 3. 41712 94858,True,2/3
base64decoded - 2026-01-21T163815.071.png,base64decoded - 2026-01-21T163815.071.png,COL 1. 74554 47354,COL 1. 74554 47354,True,COL 2. 71659 53510,COL 2. 71659 53510,True,COL 3. 86503 16468,COL 3. 86503 16468,True,3/3
base64decoded - 2026-01-21T153502.055.png,base64decoded - 2026-01-21T153502.055.png,COL 1. 69037 73420,COL 1. 69037 73420,True,COL 2. 70146 04366,COL 2. 70146 04366,True,COL 3. 41846 93932,COL 3. 41846 93932,True,3/3
base64decoded (10).png,base64decoded (10).png,COL 1. 52408 16122,COL 1. 52408 16122,True,COL 2. 80011 21451,COL 2. 80011 21451,True,COL 3. 30597 85795,COL 3. 30597 85795,True,3/3
base64decoded - 2026-01-21T154919.829.png,base64decoded - 2026-01-21T154919.829.png,COL 1. 32704 47363,COL 1. 32704 47363,True,COL 2. 11139 03765,COL 2. 11139 03765,True,COL 3. 01543 22922,COL 3. 01543 22922,True,3/3
338.png,338.png,COL 1. 89361 23121,,False,COL 2. 90418 61358,,False,COL 3. 24762 96188,COL 3. 24762 96188,True,1/3
310.png,310.png,COL 1. 77152 65166,COL 1. 77152 65166,True,COL 2. 01315 01799,,False,COL 3. 03537 27658,COL 3. 03537 27658,True,2/3
231.jpeg,231.jpeg,COL 1. 35719 96830,,False,COL 2. 01082 29746,,False,COL 3. 90890 20451,COL 3. 90890 20451,True,1/3
304.png,304.png,COL 1. 68857 02188,COL 1. 68857 02188,True,COL 2. 36310 01891,COL 2. 36310 01891,True,COL 3. 33537 00179,COL 3. 33537 00179,True,3/3
312.png,312.png,COL 1. 20656 87166,COL 1. 20656 87166,True,COL 2. 66110 91840,COL 2. 66110 91840,True,COL 3. 21314 06869,,False,2/3
306.png,306.png,COL 1. 28089 65665,COL 1. 28089 65665,True,COL 2. 60668 56518,COL 2. 60668 56518,True,COL 3. 66800 50254,COL 3. 66800 50254,True,3/3
53.jfif,53.jfif,COL 1. 56078 67064,COL 1. 56078 67064,True,COL 2. 80107 60543,,False,COL 3. 21428 53655,COL 3. 21428 53655,True,2/3
base64decoded - 2026-01-21T152932.785.png,base64decoded - 2026-01-21T152932.785.png,COL 1. 88749 42530,COL 1. 88749 42530,True,COL 2. 31339 03795,COL 2. 31339 03795,True,COL 3. 63533 28217,COL 3. 63533 28217,True,3/3
base64decoded - 2026-01-21T154509.526.png,base64decoded - 2026-01-21T154509.526.png,COL 1. 77546 79152,COL 1. 77546 79152,True,COL 2. 51010 61570,COL 2. 51010 61570,True,COL 3. 60354 15831,COL 3. 60354 15831,True,3/3
base64decoded (67).png,base64decoded (67).png,COL 1. 53558 89054,COL 1. 53558 89054,True,COL 2. 60009 60573,COL 2. 60009 60573,True,COL 3. 60359 54392,COL 3. 60359 54392,True,3/3
base64decoded - 2026-01-21T154006.976.png,base64decoded - 2026-01-21T154006.976.png,COL 1. 02719 57414,,False,COL 2. 61109 00760,COL 2. 61109 00760,True,COL 3. 61448 20235,COL 3. 61448 20235,True,2/3
base64decoded - 2026-01-21T160024.621.png,base64decoded - 2026-01-21T160024.621.png,COL 1. 00522 83196,COL 1. 00522 83196,True,COL 2. 51410 61551,COL 2. 51410 61551,True,COL 3. 04762 10882,COL 3. 04762 10882,True,3/3
base64decoded - 2026-01-21T153151.680.png,base64decoded - 2026-01-21T153151.680.png,COL 1. 94863 67766,COL 1. 94863 67766,True,COL 2. 76617 51817,COL 2. 76617 51817,True,COL 3. 56702 03005,COL 3. 56702 03005,True,3/3
base64decoded (88).png,base64decoded (88).png,COL 1. 76540 02150,COL 1. 76540 02150,True,COL 2. 71310 01591,COL 2. 71310 01591,True,COL 3. 93531 13524,COL 3. 93531 13524,True,3/3
110.png,110.png,COL 1. 50842 05561,COL 1. 50842 05561,True,COL 2. 44007 30824,COL 2. 44007 30824,True,COL 3. 60585 68796,COL 3. 60585 68796,True,3/3
104.png,104.png,COL 1. 39506 74158,COL 1. 39506 74158,True,COL 2. 81117 91571,COL 2. 81117 91571,True,COL 3. 91374 12101,COL 3. 91374 12101,True,3/3
base64decoded - 2026-01-21T164102.429.jfif,base64decoded - 2026-01-21T164102.429.jfif,COL 1. 57566 67178,COL 1. 57566 67178,True,COL 2. 70636 51511,COL 2. 70636 51511,True,COL 3. 26304 57749,COL 3. 26304 57749,True,3/3
base64decoded - 2026-01-21T153050.584.png,base64decoded - 2026-01-21T153050.584.png,COL 1. 16454 69384,COL 1. 16454 69384,True,COL 2. 30005 60472,COL 2. 30005 60472,True,COL 3. 20359 88124,COL 3. 20359 88124,True,3/3
base64decoded (30).png,base64decoded (30).png,COL 1. 54058 63036,COL 1. 54058 63036,True,COL 2. 70005 60470,COL 2. 70005 60470,True,COL 3. 30359 81119,COL 3. 30359 81119,True,3/3
39.png,39.png,COL 1. 67151 65018,COL 1. 67151 65018,True,COL 2. 81304 00796,COL 2. 81304 00796,True,COL 3. 03535 29555,COL 3. 03535 29555,True,3/3
138.jpeg,138.jpeg,COL 1. 99509 95157,COL 1. 99509 95157,True,COL 2. 11017 31527,COL 2. 11017 31527,True,COL 3. 90782 12598,COL 3. 90782 12598,True,3/3
60.jpeg,60.jpeg,COL 1. 15431 62409,COL 1. 10349 04494,False,COL 2. 10349 04494,COL 2. 10349 04494,True,COL 3. 33836 88301,,False,1/3
base64decoded - 2026-01-21T162332.128.jfif,base64decoded - 2026-01-21T162332.128.jfif,COL 1. 94571 86402,COL 1. 94571 86402,True,COL 2. 31079 21556,COL 2. 31079 21556,True,COL 3. 60792 17970,COL 3. 60792 17970,True,3/3
base64decoded (26).png,base64decoded (26).png,COL 1. 65518 55303,,False,COL 2. 50009 30571,,False,COL 3. 60389 51724,COL 3. 60389 51724,True,1/3
base64decoded - 2026-01-21T162243.547.png,base64decoded - 2026-01-21T162243.547.png,COL 1. 29658 42153,,False,COL 2. 16155 91841,,False,COL 3. 24511 04245,COL 3. 24511 04245,True,1/3
266.png,266.png,COL 1. 07381 99430,,False,COL 2. 31042 64374,COL 2. 31042 64374,True,COL 3. 40856 43427,COL 3. 40856 43427,True,2/3
272.png,272.png,COL 1. 46310 54541,COL 1. 46310 54541,True,COL 2. 70118 91377,COL 2. 70118 91377,True,COL 3. 21772 99911,COL 3. 21772 99911,True,3/3
base64decoded (71).png,base64decoded (71).png,COL 1. 04539 42204,COL 1. 04539 42204,True,COL 2. 21300 00590,COL 2. 21300 00590,True,COL 3. 23438 15585,COL 3. 23438 15585,True,3/3
299.png,299.png,COL 1. 28569 17925,,False,COL 2. 33636 53514,,False,COL 3. 06503 31828,,False,0/3
base64decoded - 2026-01-21T153750.669.png,base64decoded - 2026-01-21T153750.669.png,COL 1. 70350 20156,,False,COL 2. 10016 61371,COL 2. 10016 61371,True,COL 3. 20354 97814,COL 3. 20354 97814,True,2/3
base64decoded - 2026-01-21T164241.938.jfif,base64decoded - 2026-01-21T164241.938.jfif,COL 1. 01864 19357,COL 1. 01864 19357,True,COL 2. 86155 63845,COL 2. 86155 63845,True,COL 3. 51523 03360,COL 3. 51523 03360,True,3/3
298.png,298.png,COL 1. 54865 27185,COL 1. 54865 27185,True,COL 2. 86610 51816,COL 2. 86610 51816,True,COL 3. 06702 05898,COL 3. 06702 05898,True,3/3
base64decoded - 2026-01-21T161020.724.png,base64decoded - 2026-01-21T161020.724.png,COL 1. 46888 29866,COL 1. 46888 29866,True,COL 2. 44133 63840,,False,COL 3. 71523 65680,,False,1/3
273.png,273.png,COL 1. 90136 50390,,False,COL 2. 51036 23553,COL 2. 51036 23553,True,COL 3. 90593 71288,,False,1/3
267.png,267.png,COL 1. 05050 40602,COL 1. 05050 40602,True,COL 2. 90067 66475,COL 2. 90067 66475,True,COL 3. 10850 87164,COL 3. 10850 87164,True,3/3
base64decoded - 2026-01-21T160304.900.png,base64decoded - 2026-01-21T160304.900.png,COL 1. 66056 81125,COL 1. 66056 81125,True,COL 2. 00116 91379,,False,COL 3. 41577 98779,COL 3. 41577 98779,True,2/3
base64decoded - 2026-01-21T153020.899.png,base64decoded - 2026-01-21T153020.899.png,COL 1. 88509 12573,COL 1. 88509 12573,True,COL 2. 13304 00592,COL 2. 13304 00592,True,COL 3. 83339 32676,COL 3. 83339 32676,True,3/3
base64decoded - 2026-01-21T155221.585.png,base64decoded - 2026-01-21T155221.585.png,COL 1. 71834 27158,COL 1. 71834 27158,True,COL 2. 36117 01868,COL 2. 36117 01868,True,COL 3. 51344 09603,COL 3. 51344 09603,True,3/3
38.png,38.png,COL 1. 62458 65048,,False,COL 2. 74305 00890,COL 2. 74305 88868,False,COL 3. 63438 63433,,False,0/3
base64decoded (7).png,base64decoded (7).png,COL 1. 49457 39838,COL 1. 49457 39858,False,COL 2. 40063 66475,,False,COL 3. 60850 89311,COL 3. 60850 89311,True,1/3
base64decoded - 2026-01-21T153616.485.png,base64decoded - 2026-01-21T153616.485.png,COL 1. 44478 61161,COL 1. 44478 61161,True,COL 2. 24113 61845,COL 2. 24113 61845,True,COL 3. 51521 64725,COL 3. 51521 64725,True,3/3
139.png,139.png,COL 1. 22523 67006,COL 1. 22523 67006,True,COL 2. 00603 50510,COL 2. 00603 50510,True,COL 3. 56505 54070,COL 3. 56505 54070,True,3/3
base64decoded - 2026-01-21T162519.403.png,base64decoded - 2026-01-21T162519.403.png,COL 1. 57355 37121,COL 1. 57355 37121,True,COL 2. 90632 51310,COL 2. 90632 51310,True,COL 3. 46304 98068,COL 3. 46304 98068,True,3/3
105.png,105.png,COL 1. 18889 27246,COL 1. 18889 27246,True,COL 2. 06600 50810,COL 2. 06600 50810,True,COL 3. 56408 06798,COL 3. 56408 06798,True,3/3
111.png,111.png,COL 1. 07153 15499,,False,COL 2. 01147 94576,COL 2. 01147 94576,True,COL 3. 61876 19885,,False,1/3
base64decoded - 2026-01-21T162132.314.png,base64decoded - 2026-01-21T162132.314.png,COL 1. 36408 46582,COL 1. 36408 46582,True,COL 2. 10053 21450,COL 2. 10053 21450,True,COL 3. 30597 83138,COL 3. 30597 83138,True,3/3
base64decoded - 2026-01-21T161009.576.png,base64decoded - 2026-01-21T161009.576.png,COL 1. 61541 33456,,False,COL 2. 11440 64558,,False,COL 3. 94866 15849,COL 3. 94866 15849,True,1/3
307.png,307.png,COL 1. 51539 50152,COL 1. 51539 50152,True,COL 2. 83116 91545,COL 2. 83116 91545,True,COL 3. 31517 39245,COL 3. 31517 39245,True,3/3
base64decoded - 2026-01-21T153859.207.png,base64decoded - 2026-01-21T153859.207.png,COL 1. 76657 23153,,False,COL 2. 96013 61879,,False,COL 3. 30551 05832,,False,0/3
313.png,313.png,COL 1. 71515 97410,COL 1. 71515 97410,True,COL 2. 11106 00562,COL 2. 11106 00562,True,COL 3. 81349 77749,COL 3. 81349 77749,True,3/3
336.png,336.png,COL 1. 55848 95542,COL 1. 55848 95542,True,COL 2. 66003 30822,COL 2. 66003 30822,True,COL 3. 92389 01482,,False,2/3
base64decoded - 2026-01-21T164233.237.jfif,base64decoded - 2026-01-21T164233.237.jfif,COL 1. 23502 64411,COL 1. 23502 64411,True,COL 2. 40146 90570,COL 2. 40146 90570,True,COL 3. 61478 51784,COL 3. 61478 51784,True,3/3
322.png,322.png,COL 1. 58521 50515,COL 1. 58521 50515,True,COL 2. 63106 90546,COL 2. 63106 90546,True,COL 3. 81515 34933,COL 3. 81515 34933,True,3/3
34.jpeg,34.jpeg,COL 1. 57306 04590,COL 1. 57306 04590,True,COL 2. 21136 93373,COL 2. 21136 93373,True,COL 3. 01573 48618,COL 3. 01573 48618,True,3/3
base64decoded - 2026-01-21T161850.556.png,base64decoded - 2026-01-21T161850.556.png,COL 1. 26317 59600,,False,COL 2. 91150 61342,,False,COL 3. 01521 42345,,False,0/3
base64decoded (64).png,base64decoded (64).png,COL 1. 28535 92494,COL 1. 28535 92494,True,COL 2. 81347 04590,COL 2. 81347 04590,True,COL 3. 93836 13295,COL 3. 93836 13295,True,3/3
base64decoded - 2026-01-21T153527.429.png,base64decoded - 2026-01-21T153527.429.png,COL 1. 54136 71314,,False,COL 2. 81139 03763,COL 2. 81139 03763,True,COL 3. 81543 26483,,False,1/3
base64decoded - 2026-01-21T153544.969.png,base64decoded - 2026-01-21T153544.969.png,COL 1. 23810 59128,COL 1. 23810 59128,True,COL 2. 94163 66848,COL 2. 94163 66848,True,COL 3. 61820 69687,COL 3. 61820 69687,True,3/3
108.png,108.png,COL 1. 03504 34348,COL 1. 03504 34348,True,COL 2. 30133 93573,COL 2. 30133 93573,True,COL 3. 31573 50387,COL 3. 31573 50387,True,3/3
134.png,134.png,COL 1. 27312 20005,COL 1. 27312 20005,True,COL 2. 60108 90340,COL 2. 60108 90340,True,COL 3. 21418 99786,COL 3. 21418 99786,True,3/3
base64decoded - 2026-01-21T153121.170.png,base64decoded - 2026-01-21T153121.170.png,COL 1. 64181 95395,,False,COL 2. 31636 53510,COL 2. 31636 53510,True,COL 3. 86503 75069,,False,1/3
120.png,120.png,COL 1. 33459 60060,COL 1. 33459 60060,True,COL 2. 24005 60870,COL 2. 24005 60870,True,COL 3. 00359 60964,COL 3. 00359 60964,True,3/3
base64decoded - 2026-01-21T164128.763.jpeg,base64decoded - 2026-01-21T164128.763.jpeg,COL 1. 67411 06972,COL 1. 67411 06972,True,COL 2. 60053 23455,COL 2. 60053 23455,True,COL 3. 30593 83978,COL 3. 30593 83978,True,3/3
base64decoded - 2026-01-21T160107.641.png,base64decoded - 2026-01-21T160107.641.png,COL 1. 49305 04033,COL 1. 49305 04033,True,COL 2. 01107 90371,COL 2. 01107 90371,True,COL 3. 01379 44255,,False,2/3
base64decoded - 2026-01-21T155119.890.png,base64decoded - 2026-01-21T155119.890.png,COL 1. 20658 18058,,False,COL 2. 56007 60870,COL 2. 56007 60870,True,COL 3. 50458 06504,COL 3. 50458 06504,True,2/3
base64decoded - 2026-01-21T161516.967.jpeg,base64decoded - 2026-01-21T161516.967.jpeg,COL 1. 85514 15580,COL 1. 85514 15580,True,COL 2. 53070 31527,COL 2. 53070 31527,True,COL 3. 42782 39508,COL 3. 42782 39508,True,3/3
8.jpeg,8.jpeg,COL 1. 84547 63810,COL 1. 84547 63810,True,COL 2. 30467 66552,COL 2. 30467 66552,True,COL 3. 64860 50992,COL 3. 64860 50992,True,3/3
base64decoded (33).png,base64decoded (33).png,COL 1. 44540 09815,COL 1. 44540 09815,True,COL 2. 83062 66576,COL 2. 83062 66576,True,COL 3. 00850 31387,,False,2/3
base64decoded - 2026-01-21T153030.089.png,base64decoded - 2026-01-21T153030.089.png,COL 1. 44755 24838,COL 1. 44755 24838,True,COL 2. 41149 94776,COL 2. 41149 94776,True,COL 3. 81876 21346,COL 3. 81876 21346,True,3/3
base64decoded - 2026-01-21T160934.911.png,base64decoded - 2026-01-21T160934.911.png,COL 1. 96471 82885,COL 1. 96471 82885,True,COL 2. 30345 04490,COL 2. 30345 04490,True,COL 3. 33836 81360,COL 3. 33836 81360,True,3/3
base64decoded - 2026-01-21T161638.072.png,base64decoded - 2026-01-21T161638.072.png,COL 1. 49542 73155,,False,COL 2. 33412 61557,,False,COL 3. 04762 35545,COL 3. 04762 35545,True,1/3
base64decoded - 2026-01-21T161318.402.jpg,base64decoded - 2026-01-21T161318.402.jpg,COL 1. 13714 07170,COL 1. 15714 07170,False,COL 2. 11119 01768,COL 2. 11118 01768,False,COL 3. 61742 29403,COL 3. 01742 28403,False,0/3
75.jpeg,75.jpeg,COL 1. 97341 47135,COL 1. 97341 47135,True,COL 2. 40615 51315,COL 2. 40615 51315,True,COL 3. 26507 94123,COL 3. 26507 94123,True,3/3
base64decoded (25).png,base64decoded (25).png,COL 1. 20381 27618,COL 1. 20381 27618,True,COL 2. 41167 06362,COL 2. 41167 06362,True,COL 3. 01840 44299,COL 3. 01840 44299,True,3/3
